r_id,t_id,l_id,City,Rating,Review
8244742,10677,102,Thekkady,4,"a must visit place of in Thekkady, a great experiences, lot to learn, experience and feel the various ayurveda and spices, which make Kerala world famous"
1216539,53783,102,Thekkady,4,"very good place,very natural,informative,photography not allowed inside the musem,but photo points are provided"
4248170,42928,102,Thekkady,4,Plan to visit this place between 3:30pm to 5pm and you will have a cool breeze and amazing view of Tamil Nadu from here. It shows the stark contrast between the two States in its geography.
9482144,33564,102,Thekkady,4,"It's nice place .

It's located in Idukki district . Kattappana- Kumily road 
 Kerala - Tamilnad border ..and view of Gudallor district of Tamilnad ."
8117976,24132,102,Thekkady,4,"The journey to this small village ends up in a wonder land near Tamil Nadu border. The grass lands, slippery rocks, streams cascading as water falls to Tamil Nadu, the cool breeze and the beautiful scenery -  It's an unpolluted area and the view of..."
8294977,10677,246,Tirunelveli,5,Alternate place to enjoy the waterfalls if you find Courtralam is crowded ! There are more than a few spots to enjoy the water here. Since this is located on the protected zone pls make sure you don’t carry any booze. But always check with...
8214445,53783,246,Tirunelveli,5,"The lords Special saint Agasthiar mediated in this place.  He was given a wonderful place to meditate and watch Siva and Parvathi's marriage from the South of India.   Nowadays, most people can just watch the teertham at Kalyani and walk down and bathe in the..."
8303614,42928,246,Tirunelveli,2,Just remove the cloths and with minimal attire drench oneself by standing under the waterfall. Come out with freshness and all the body ache gone.
6437924,33564,246,Tirunelveli,5,This is one of the best places that are in Tirunelveli area.this waterfall is said be have a good medicinal effect and the name came from a famous person agastjiyar who lived in the old traditional era of tamilnadu.. This place is good to go...
4171472,24132,246,Tirunelveli,5,"With the heavy force of water, this waterfall is really awesome.  There is water almost heavy to ease off our pains and stress , monsoons are perfect for a visit. Lot of monkeys all around the place. One definitely needs a personal vehicle to reach..."
9919268,10677,80,Udaipur,4,"If you like to see something out of the usual tourist circuit, this site of the royal chhatris is the place to go.A real quiet place with no crowds, no ""guides"" chasing you around, just an interest place to explore by yourself."
6898597,42928,80,Udaipur,2,"totally disappointing place in Udaipur, does not offers any good view, not even properly maintained. try to avoid this ."
6052061,24132,80,Udaipur,4,"place having different art over the stone.but no body is taking care of that place,bushes were here and there"
2348961,53783,80,Udaipur,4,"Not many visit this place.

Maharajas are cremated at this place and its a huge place with very less crowd.

Its okay to skip this place at there are many places to see in Udaipur.

Ahar Cenotaphs and Ahar Museum are the same, which google..."
4206244,33564,80,Udaipur,4,Ahar Cenotaphs is a different place with less crowd. Evening time is good time to visit here and It is good place to click pictures
1679560,10677,199,Udhampur,3,"This is small temple Enroute Shivkori of hardly 6kms from market which can be reached by autoricksaw.

This is a small temple (under construction as of 17th April 2016). Have a big & very imp history about a saint believe on Vaishnodevi.

Go ahead take..."
7405811,53783,199,Udhampur,4,"If you have time and wanted to visit every temple. You are welcome here. 

Location is famous in locals.

Need to develop the area.

You can visit this place while going to Shiv Khori."
5922110,42928,199,Udhampur,3,Its is said that there was a saitn for around 12 years daily used to do the yatra and visit the holy shrine and one day he got VARDAAN in form of flower which turned into a small girl. The statue if facing towards the...
3194501,33564,199,Udhampur,4,"It is an old temple on Katra - Reasi road. Baba Jitoo was great follower of Mata Vaishno Devi.Do listen to the stories of Jitoo Baba from the locals.
The history and story of Baba Jitoo is very emotional and touching. 
The water source close..."
1999666,24132,199,Udhampur,4,It is an old temple on Katra - Reasi road. A 3 day fair is held in June attracting large crowd from nearyby. There’s also spring water (holy water with miraculous) that flows in front of the shrine.
3583631,10677,140,Ujjain,4,this place is not much famous in tourist but local people have beliefe that starting education from here is good thing because lord krishna was using this place during their gurukul time.
9844123,53783,140,Ujjain,4,"Ankapata is another destination near sandipani aashram ,this palce is also known for Dhashara festival"
4008149,42928,140,Ujjain,2,Lord Krishna used this tank during his time in Gurukul. It is a land lost in time and the administration has turned a blind eye towards it.
9456607,33564,140,Ujjain,3,"This is a part of Sandipani Ashram.Now it appears to be a dry tank, but it is believed that Lord Krishna used to wash his slate at this place, while studying in this gurukul.
So local  people believe that it  is auspicious to start their..."
6473851,24132,140,Ujjain,3,"This place is known as the primary learning days place of Lord Krishna. At this place Lord Krishna took his early education. there is a water pond here, where Lord Krishna used to wash his writing board, and then there is a park inside and..."
2035386,10677,178,Uttarkashi,5,"Did this trek in Oct. first week 2015.
It is a beautiful and picturesque trek...you can spend hours looking at the peaks and clicking photos. You can combine this trek with Surya Top and Gidara Bugyal and get down at Gangnani.
The walks to Surya..."
3706971,53783,178,Uttarkashi,5,"Dayara is olmost 6 km, but from raithal it is 12km so as per adventure part we take long route from raithal we stay sum were near by raithal village .villagers were so kind they help us in every possible ways special thanks to """"Bam..."
4261828,42928,178,Uttarkashi,4,"Amazing of an experience. Easy but tiring trek of 6 KMS to reach the heaven. And once you are there, you won't come back unless yoh are able to kill your heart."
6666167,33564,178,Uttarkashi,5,Amazing place gangotri road only 6km trek best in winters if snow lovers .really a must go place in a lifetime
5436533,24132,178,Uttarkashi,5,The Dayara Pass is one of the most elegant place on the world famous Himalayas. I visited in summers and there was no snow available that time but it was covered with a lot of beautiful and colourful flowers. We had started trek from Uttarkashi...
3864947,10677,70,Vadodara,2,"Very misleading and disorganized. The website advertises lots of various rides where infact the park is still under construction with half of the rides not in operation. We called prior to going and were told the park closes at 9pm. Upon arrival, we were told..."
1146589,53783,70,Vadodara,5,"Full of entertainment for young and old. Various rides. Simple and adventure games. Food court. Laser show, boating etc. everyone can enjoy and pass a ful day."
4194035,42928,70,Vadodara,3,"I can visit with my Family , very poor management and staff behavior and also food Rate and quality not so good. 
In future Never ever visited and not recommended to other."
9825663,33564,70,Vadodara,5,"It very very wornderful place to visit in gujarat. First and best theme park in gujarat. Very good safety in rides and zip line is marvelous beautiful location and best picnic spot in Gujarat. Had so much of fun, Very big theme park, so much..."
5630746,24132,70,Vadodara,5,"Aatapi Wonderland is best fun park in city
enjoy lot with family
This is full day activity and lot of rides and shows."
7169986,10677,182,Varanasi,4,"This one place is, where one can be any time of day and one would find internal peace and spirituality. You must visit there if you are passing by Varanasi, even for few hours."
